path,width,height,orientation,brightness,saturation_proxy,clip_low_pct,clip_high_pct,r_mean,g_mean,b_mean,size_bytes,fast_sha1
/Volumes/未命名/大模型/原图1/DSC05364_副本.JPG,2000,1333,landscape,48.06,1.24,5.262,0.0,49.8,47.37,47.01,597974,c06f438bd576451a3a70f3b1b579ebe97120a165
/Volumes/未命名/大模型/原图1/DAP00893.JPG,2000,1333,landscape,58.72,5.46,0.94,0.349,64.88,59.66,51.61,879047,45696cc89d3dc5ee0fad2d16b982cfc72acaeeaf
/Volumes/未命名/大模型/原图1/058A1535.JPG,4000,2667,landscape,153.1,9.92,1.073,0.588,163.36,156.24,139.69,3236707,ab6793c25b97b4a10b0d59f2c03b1c6bf614f769
/Volumes/未命名/大模型/原图1/DAP02945.JPG,2000,1333,landscape,104.96,33.65,0.044,0.044,152.54,81.35,80.99,1419377,2a682f58a05d5419e96ac6ae64812fa6a3c4cd34
/Volumes/未命名/大模型/原图1/DSC01334.JPG,1125,2000,portrait,148.01,12.01,0.125,0.016,152.58,131.56,159.89,2551649,13d7418928f2a760b7c730ed8c0a4e119ba4fa93
/Volumes/未命名/大模型/原图1/AAA02327.JPG,2666,4000,portrait,103.17,9.63,0.0,0.0,100.78,92.75,115.98,2879074,12e9dd22d0c713185fe6391e6afba787fdb51cf6
/Volumes/未命名/大模型/原图1/DAP00028 2.JPG,2000,1333,landscape,154.04,1.52,2.845,0.071,155.02,151.89,155.2,806560,fed9495e2e0bdc70ae36707124dc2565a9838106
/Volumes/未命名/大模型/原图1/DAP09513.JPG,2000,1333,landscape,112.01,13.42,0.002,0.393,122.63,93.07,120.32,1170239,59f9479a14bd3758da73111a620d9bae1c7dcee4
/Volumes/未命名/大模型/原图1/DAP00524 3.JPG,1333,2000,portrait,56.28,30.24,0.85,0.0,98.75,39.36,30.72,855413,bd73f84c80014ff5fa10d127be6fc2e5397c729e
/Volumes/未命名/大模型/原图1/DAP02665 2.JPG,2000,1333,landscape,64.11,21.4,0.462,1.11,90.32,64.1,37.91,973549,d4240835cc3323732e602276c763de2d32e3486c
/Volumes/未命名/大模型/原图1/DAP03514.JPG,1333,2000,portrait,65.68,13.86,0.179,0.322,76.67,74.24,46.12,766900,cc44b852d3517f8e080eccd4b046cfac028d4427
/Volumes/未命名/大模型/原图1/DAP02009(1).JPG,2000,1333,landscape,97.86,17.85,1.68,0.967,74.51,101.24,117.84,843453,ed9a01d0929a459d775a8d8a522c3286aff99607
/Volumes/未命名/大模型/原图1/DAP09860 3.JPG,2000,1333,landscape,157.45,6.1,7.004,0.078,148.82,162.09,161.42,728655,a9a66b12b6b699442e112f3a33d172b67cfa44c7
/Volumes/未命名/大模型/原图1/DAP04476 2.JPG,1333,2000,portrait,75.28,10.85,1.448,1.519,88.42,75.55,61.85,822373,faa1ead24b1921ff99e85ef3cdf83d180dfbe158
/Volumes/未命名/大模型/原图1/AAA04727.JPG,2666,4000,portrait,116.41,9.77,0.067,0.0,113.8,105.97,129.46,3146066,9e55c91fe06a5a02879f8d472f74c73f23566187
/Volumes/未命名/大模型/原图1/DSC04674.JPG,1333,2000,portrait,27.73,1.07,12.339,0.345,26.88,27.06,29.24,535697,a209e1e3de13ef0f3e0c3c98c4ff9c940de3bc18
/Volumes/未命名/大模型/原图1/DSC05531(1).JPG,2000,1333,landscape,122.83,0.66,0.253,0.007,123.76,122.31,122.42,1185992,9295ba16e8139cd8270c69b624089b5fe36fa78f
/Volumes/未命名/大模型/原图1/DAP07673.JPG,2000,1333,landscape,109.1,75.13,0.007,0.131,214.55,45.17,67.58,1412194,3b65afac17610238f0d419f8ec5b6d6b54eb5705
/Volumes/未命名/大模型/原图1/DSC05153_副本.JPG,2000,1333,landscape,87.51,6.41,1.326,2.185,79.44,87.96,95.13,753275,44924b8d72ed8dadbb604b6d3e63f086cb605f9a
/Volumes/未命名/大模型/原图1/DAP00943 3.JPG,1333,2000,portrait,105.73,15.74,3.663,0.046,127.89,96.39,92.9,742126,fa6e577fb2b7d3e883e7decc3a4330ef16c94b23
/Volumes/未命名/大模型/原图1/DAP09904 2.JPG,2000,1333,landscape,150.79,11.86,7.946,20.057,134.06,160.22,158.09,676749,4fb04e9706701c5b6950b585e7beecc27af81134
/Volumes/未命名/大模型/原图1/AAA01966.JPG,4000,2666,landscape,106.4,10.27,0.062,0.057,120.88,100.12,98.19,2897576,7b3143b2495fbfecbb6c1abd5be1f6de199aee61
/Volumes/未命名/大模型/原图1/DAP09824.JPG,2000,1333,landscape,85.4,30.31,0.011,0.0,127.87,69.14,59.18,1324850,f0ff1d93bf7e77a7c5d63a81800e837395cf7ad2
/Volumes/未命名/大模型/原图1/DAP02028.JPG,2000,1333,landscape,95.13,20.69,0.08,0.005,123.96,84.99,76.43,1163480,4e1ae8653009f18221dc158ad21e3f47acf33fb5
/Volumes/未命名/大模型/原图1/DAP01219 2.JPG,2000,1333,landscape,133.84,8.53,0.011,5.903,143.34,135.54,122.64,748855,0aad39ef8ab6c40833d3403f9b2a47be1cacabb0
/Volumes/未命名/大模型/原图1/DAP03788.JPG,1333,2000,portrait,95.64,9.13,0.524,0.572,107.09,95.1,84.74,913421,2a85a2b59ca0bcdbb57b9472599647a0336821cd
/Volumes/未命名/大模型/原图1/PANA2658.JPG,4000,2666,landscape,127.49,7.8,0.901,0.092,133.58,132.42,116.48,2594400,11b80c12f3416c5453c543f4070759f954382478
/Volumes/未命名/大模型/原图1/DSC02714.JPG,2000,1333,landscape,120.8,12.74,0.195,4.472,138.62,114.24,109.54,2811744,8ae4ac0328cfb212325bc53df00e08c62f70db28
/Volumes/未命名/大模型/原图1/DSC05902(1).JPG,2000,1333,landscape,162.73,13.17,0.002,20.08,181.03,150.6,156.55,1110935,1e44755b50ef6ec19f32636a0781fb866fd58501
/Volumes/未命名/大模型/原图1/DAP05617.JPG,1333,2000,portrait,91.82,7.62,0.547,1.305,102.03,83.71,89.73,867059,56e835495e1da255160937ed0d8ac741ded4d83a
/Volumes/未命名/大模型/原图1/DAP00735 3.JPG,1333,2000,portrait,83.11,20.42,0.653,0.0,111.99,68.12,69.23,650428,5f27de4e1dc3194b50906b1f0649cf40fd23b316
/Volumes/未命名/大模型/原图1/DAP09550 2.JPG,2000,1333,landscape,88.43,10.6,2.102,0.949,100.52,74.7,90.08,1074804,1fdefcc0e34ec28155720ebcc5f425b861156f4d
/Volumes/未命名/大模型/原图1/DSC05314(1).JPG,2000,1333,landscape,164.26,5.92,0.002,0.29,156.48,165.47,170.84,835550,2579c72b971c861d5f3808140ad393d7582fab35
/Volumes/未命名/大模型/原图1/DAP04477(1).JPG,2000,1333,landscape,100.68,10.59,5.076,7.56,115.61,92.26,94.15,874380,52234b4179bd6a706d8bab903498779898c27a59
/Volumes/未命名/大模型/原图1/DAP02591.JPG,2000,1333,landscape,127.83,7.41,0.08,3.52,118.99,127.37,137.12,1023473,779dece4a8f87342c071f8c171ed416d5abe1089
/Volumes/未命名/大模型/原图1/483A5798.JPG,4000,2666,landscape,45.6,12.43,5.42,0.136,39.05,34.76,63.01,1389862,e61ddf4432dd5f0f6c70be5f97ba58b1417e8d96
/Volumes/未命名/大模型/原图1/DAP01787.JPG,1333,2000,portrait,47.35,12.8,10.834,0.0,65.35,40.06,36.66,871555,147a375f436ccb56c106183c4367880e066a6b23
/Volumes/未命名/大模型/原图1/DSC05173.JPG,1333,2000,portrait,36.26,5.11,8.876,0.002,29.55,37.31,41.93,735728,9136a8a39856da4035650cf8f8c05f0ab9e29f5d
/Volumes/未命名/大模型/原图1/DSC03949.JPG,1333,2000,portrait,97.82,7.96,0.018,0.269,92.05,92.32,109.07,880206,d80d4dc94761fe11900615c604141410e8298a52
/Volumes/未命名/大模型/原图1/AAA03444.JPG,2666,4000,portrait,108.56,9.53,0.002,0.0,105.09,99.02,121.58,2968153,0928b0bbffd248584a58d132d2d48ffa5056f08e
/Volumes/未命名/大模型/原图1/DAP05163.JPG,2000,1333,landscape,80.46,7.45,1.199,0.0,90.63,77.78,72.97,921007,c1741084ca8a83bc4da34a47c40671d0490adb74
/Volumes/未命名/大模型/原图1/DAP02289 2.JPG,1333,2000,portrait,73.32,7.13,0.23,0.202,83.33,67.29,69.32,863959,84c7d70232bed0dba5c15ce058471637e8cab2c1
/Volumes/未命名/大模型/原图1/DAP07035.JPG,2000,1333,landscape,53.18,5.52,6.197,0.703,60.1,52.85,46.59,988131,90efd4c82e3367326f0a65a604a4478d83f18f44
/Volumes/未命名/大模型/原图1/DAP05447.JPG,2000,1333,landscape,108.95,7.96,0.0,0.007,98.01,112.13,116.72,906250,fea5c0f0c30fb93660412bfdfbbd876b6e10f76b
